job_id,office,position_title,date,year,skill,skill_category,source_file
MEM-370-13,Senior Republican,Press Secretary,2013-12-09,2013,Press Releases / Statements,communications,12-09-13_Member_and_Committee_Vacancies.json
MEM-370-13,Senior Republican,Press Secretary,2013-12-09,2013,Talking Points,communications,12-09-13_Member_and_Committee_Vacancies.json
MEM-370-13,Senior Republican,Press Secretary,2013-12-09,2013,Social Media,communications,12-09-13_Member_and_Committee_Vacancies.json
MEM-109-14,Congressman Steven Horsford,Community Liaison/Caseworker,2014-01-13,2014,Veterans Affairs,policy,01-13-14_Member_and_Committee_Vacancies.json
MEM-109-14,Congressman Steven Horsford,Community Liaison/Caseworker,2014-01-13,2014,Casework,constituent,01-13-14_Member_and_Committee_Vacancies.json
MEM-108-14,Committee on Ethics,Staff Assistant,2014-01-13,2014,Microsoft Excel,software,01-13-14_Member_and_Committee_Vacancies.json
MEM-107-14,House Committee Democrats,Labor Policy Counsel (Pensions),2014-01-13,2014,Capitol Hill Experience,experience,01-13-14_Member_and_Committee_Vacancies.json
MEM-106-14,Southern conservative Democrat,COMMUNICATIONS DIRECTOR,2014-01-13,2014,Campaign Experience,experience,01-13-14_Member_and_Committee_Vacancies.json
MEM-106-14,Southern conservative Democrat,COMMUNICATIONS DIRECTOR,2014-01-13,2014,Press Releases / Statements,communications,01-13-14_Member_and_Committee_Vacancies.json
MEM-106-14,Southern conservative Democrat,COMMUNICATIONS DIRECTOR,2014-01-13,2014,Strong Writing Skills,soft_skill,01-13-14_Member_and_Committee_Vacancies.json
MEM-104-14,Office of Congressman Xavier Becerra,Staff Assistant,2014-01-13,2014,Spanish,language,01-13-14_Member_and_Committee_Vacancies.json
MEM-104-14,Office of Congressman Xavier Becerra,Staff Assistant,2014-01-13,2014,Casework,constituent,01-13-14_Member_and_Committee_Vacancies.json
MEM-104-14,Office of Congressman Xavier Becerra,Staff Assistant,2014-01-13,2014,Fast-Paced Environment,soft_skill,01-13-14_Member_and_Committee_Vacancies.json
MEM-119-14,New Jersey Democrat,Transportation Legislative Assistant,2014-01-20,2014,Capitol Hill Experience,experience,01-20-14_Member_and_Committee_Vacancies.json
MEM-119-14,New Jersey Democrat,Transportation Legislative Assistant,2014-01-20,2014,Agriculture,policy,01-20-14_Member_and_Committee_Vacancies.json
MEM-119-14,New Jersey Democrat,Transportation Legislative Assistant,2014-01-20,2014,Transportation,policy,01-20-14_Member_and_Committee_Vacancies.json
MEM-118-14,Congressman Steven Horsford,Staff Assistant,2014-01-20,2014,Strong Writing Skills,soft_skill,01-20-14_Member_and_Committee_Vacancies.json
MEM-120-14,Compilation of Precedents Office,DIGITAL EDITOR,2014-01-27,2014,Microsoft Office Suite,software,01-27-14_Member_and_Committee_Vacancies.json
MEM-120-14,Compilation of Precedents Office,DIGITAL EDITOR,2014-01-27,2014,Data Analysis Software,software,01-27-14_Member_and_Committee_Vacancies.json
MEM-361-13,Rep. Jerry McNerney,COMMUNICATIONS DIRECTOR,2013-12-02,2013,Capitol Hill Experience,experience,12-02-13_Member_and_Committee_Vacancies.json
MEM-361-13,Rep. Jerry McNerney,COMMUNICATIONS DIRECTOR,2013-12-02,2013,Press Releases / Statements,communications,12-02-13_Member_and_Committee_Vacancies.json
MEM-361-13,Rep. Jerry McNerney,COMMUNICATIONS DIRECTOR,2013-12-02,2013,Talking Points,communications,12-02-13_Member_and_Committee_Vacancies.json
MEM-361-13,Rep. Jerry McNerney,COMMUNICATIONS DIRECTOR,2013-12-02,2013,Strong Writing Skills,soft_skill,12-02-13_Member_and_Committee_Vacancies.json
MEM-361-13,Rep. Jerry McNerney,COMMUNICATIONS DIRECTOR,2013-12-02,2013,Fast-Paced Environment,soft_skill,12-02-13_Member_and_Committee_Vacancies.json
MEM-356-13,Freshman Midwestern Democratic Member,Scheduler/Office Administrator,2013-12-02,2013,Fast-Paced Environment,soft_skill,12-02-13_Member_and_Committee_Vacancies.json
MEM-349-13,Florida Leadership House Democrat,Communications Director,2013-12-02,2013,Social Media,communications,12-02-13_Member_and_Committee_Vacancies.json
MEM-349-13,Florida Leadership House Democrat,Communications Director,2013-12-02,2013,Strong Writing Skills,soft_skill,12-02-13_Member_and_Committee_Vacancies.json
MEM-346-13,Democratic Congressional committee,Analyst,2013-12-02,2013,Capitol Hill Experience,experience,12-02-13_Member_and_Committee_Vacancies.json
MEM-346-13,Democratic Congressional committee,Analyst,2013-12-02,2013,Finance / Tax Policy,policy,12-02-13_Member_and_Committee_Vacancies.json
MEM-346-13,Democratic Congressional committee,Analyst,2013-12-02,2013,Strong Writing Skills,soft_skill,12-02-13_Member_and_Committee_Vacancies.json
MEM-346-13,Democratic Congressional committee,Analyst,2013-12-02,2013,Attention to Detail,soft_skill,12-02-13_Member_and_Committee_Vacancies.json
MEM-452-24,Congressman Brendan Boyle (PA-2),Special Assistant,2024-10-28,2024,Microsoft Excel,software,HVAPS_Template_Members_2024_10_28.json
MEM-452-24,Congressman Brendan Boyle (PA-2),Special Assistant,2024-10-28,2024,Microsoft Office Suite,software,HVAPS_Template_Members_2024_10_28.json
MEM-451-24,Conservative mid-western Member of Congress,Deputy Chief of Staff,2024-10-28,2024,Capitol Hill Experience,experience,HVAPS_Template_Members_2024_10_28.json
MEM-451-24,Conservative mid-western Member of Congress,Deputy Chief of Staff,2024-10-28,2024,Media Relations,communications,HVAPS_Template_Members_2024_10_28.json
MEM-442-24,Congressman Jason Crow (CO-06),Legislative Assistant,2024-10-21,2024,Capitol Hill Experience,experience,"Members,_Committee,_Intern_Bulletin_10.21.20240-final.json"
MEM-442-24,Congressman Jason Crow (CO-06),Legislative Assistant,2024-10-21,2024,Small Business,policy,"Members,_Committee,_Intern_Bulletin_10.21.20240-final.json"
MEM-442-24,Congressman Jason Crow (CO-06),Legislative Assistant,2024-10-21,2024,Strong Writing Skills,soft_skill,"Members,_Committee,_Intern_Bulletin_10.21.20240-final.json"
MEM-442-24,Congressman Jason Crow (CO-06),Legislative Assistant,2024-10-21,2024,Fast-Paced Environment,soft_skill,"Members,_Committee,_Intern_Bulletin_10.21.20240-final.json"
MEM-438-24,Office of Congresswoman Jill Tokuda,District Director,2024-10-21,2024,Casework,constituent,"Members,_Committee,_Intern_Bulletin_10.21.20240-final.json"
MEM-438-24,Office of Congresswoman Jill Tokuda,District Director,2024-10-21,2024,Constituent Services,constituent,"Members,_Committee,_Intern_Bulletin_10.21.20240-final.json"
MEM-438-24,Office of Congresswoman Jill Tokuda,District Director,2024-10-21,2024,Supervisory / Management,soft_skill,"Members,_Committee,_Intern_Bulletin_10.21.20240-final.json"
MEM-438-24,Office of Congresswoman Jill Tokuda,District Director,2024-10-21,2024,Strong Writing Skills,soft_skill,"Members,_Committee,_Intern_Bulletin_10.21.20240-final.json"
MEM-438-24,Office of Congresswoman Jill Tokuda,District Director,2024-10-21,2024,Attention to Detail,soft_skill,"Members,_Committee,_Intern_Bulletin_10.21.20240-final.json"
MEM-431-24,"Congresswoman Alma Adams, member of the House Education and the Workforce Committee",Legislative Assistant,2024-10-21,2024,Capitol Hill Experience,experience,"Members,_Committee,_Intern_Bulletin_10.21.20240-final.json"
MEM-431-24,"Congresswoman Alma Adams, member of the House Education and the Workforce Committee",Legislative Assistant,2024-10-21,2024,Talking Points,communications,"Members,_Committee,_Intern_Bulletin_10.21.20240-final.json"
MEM-431-24,"Congresswoman Alma Adams, member of the House Education and the Workforce Committee",Legislative Assistant,2024-10-21,2024,Bill Drafting,legislative,"Members,_Committee,_Intern_Bulletin_10.21.20240-final.json"
MEM-431-24,"Congresswoman Alma Adams, member of the House Education and the Workforce Committee",Legislative Assistant,2024-10-21,2024,Committee Work,legislative,"Members,_Committee,_Intern_Bulletin_10.21.20240-final.json"
MEM-425-24,Rep. Greg Landsman,Legislative Correspondent,2024-10-14,2024,Attention to Detail,soft_skill,"Members,_Committee,_Intern_Bulletin_10.14.2024.json"
MEM-425-24,Rep. Greg Landsman,Legislative Correspondent,2024-10-14,2024,Fast-Paced Environment,soft_skill,"Members,_Committee,_Intern_Bulletin_10.14.2024.json"
MEM-424-24,Rep. Greg Landsman,Legislative Aide,2024-10-14,2024,Committee Work,legislative,"Members,_Committee,_Intern_Bulletin_10.14.2024.json"
MEM-424-24,Rep. Greg Landsman,Legislative Aide,2024-10-14,2024,Attention to Detail,soft_skill,"Members,_Committee,_Intern_Bulletin_10.14.2024.json"
MEM-424-24,Rep. Greg Landsman,Legislative Aide,2024-10-14,2024,Fast-Paced Environment,soft_skill,"Members,_Committee,_Intern_Bulletin_10.14.2024.json"
MEM-415-24,Rep. Maxine Waters (D-CA-43),Communications Director,2024-10-14,2024,Government Affairs,experience,"Members,_Committee,_Intern_Bulletin_10.14.2024.json"
MEM-415-24,Rep. Maxine Waters (D-CA-43),Communications Director,2024-10-14,2024,Press Releases / Statements,communications,"Members,_Committee,_Intern_Bulletin_10.14.2024.json"
MEM-415-24,Rep. Maxine Waters (D-CA-43),Communications Director,2024-10-14,2024,Social Media,communications,"Members,_Committee,_Intern_Bulletin_10.14.2024.json"
MEM-415-24,Rep. Maxine Waters (D-CA-43),Communications Director,2024-10-14,2024,Media Relations,communications,"Members,_Committee,_Intern_Bulletin_10.14.2024.json"
MEM-415-24,Rep. Maxine Waters (D-CA-43),Communications Director,2024-10-14,2024,Digital Strategy,communications,"Members,_Committee,_Intern_Bulletin_10.14.2024.json"
MEM-415-24,Rep. Maxine Waters (D-CA-43),Communications Director,2024-10-14,2024,Strong Writing Skills,soft_skill,"Members,_Committee,_Intern_Bulletin_10.14.2024.json"
MEM-415-24,Rep. Maxine Waters (D-CA-43),Communications Director,2024-10-14,2024,Attention to Detail,soft_skill,"Members,_Committee,_Intern_Bulletin_10.14.2024.json"
MEM-415-24,Rep. Maxine Waters (D-CA-43),Communications Director,2024-10-14,2024,Fast-Paced Environment,soft_skill,"Members,_Committee,_Intern_Bulletin_10.14.2024.json"
MEM-411-24,Office of Congressman John Garamendi,COMMUNICATIONS DIRECTOR,2024-10-14,2024,Press Releases / Statements,communications,"Members,_Committee,_Intern_Bulletin_10.14.2024.json"
MEM-411-24,Office of Congressman John Garamendi,COMMUNICATIONS DIRECTOR,2024-10-14,2024,Social Media,communications,"Members,_Committee,_Intern_Bulletin_10.14.2024.json"
MEM-411-24,Office of Congressman John Garamendi,COMMUNICATIONS DIRECTOR,2024-10-14,2024,Town Halls / Events,constituent,"Members,_Committee,_Intern_Bulletin_10.14.2024.json"
MEM-410-24,Congressional Staff,Constituent Services Representative,2024-10-14,2024,Microsoft Office Suite,software,"Members,_Committee,_Intern_Bulletin_10.14.2024.json"
MEM-410-24,Congressional Staff,Constituent Services Representative,2024-10-14,2024,Casework,constituent,"Members,_Committee,_Intern_Bulletin_10.14.2024.json"
MEM-410-24,Congressional Staff,Constituent Services Representative,2024-10-14,2024,Constituent Services,constituent,"Members,_Committee,_Intern_Bulletin_10.14.2024.json"
MEM-410-24,Congressional Staff,Constituent Services Representative,2024-10-14,2024,Attention to Detail,soft_skill,"Members,_Committee,_Intern_Bulletin_10.14.2024.json"
MEM-402-24,Office of Congresswoman Jill Tokuda,Constituent Advocate (District O3ice),2024-10-07,2024,Casework,constituent,"Members,_Committee,_Intern_Bulletin_10.07.2024.json"
MEM-402-24,Office of Congresswoman Jill Tokuda,Constituent Advocate (District O3ice),2024-10-07,2024,Attention to Detail,soft_skill,"Members,_Committee,_Intern_Bulletin_10.07.2024.json"
MEM-402-24,Office of Congresswoman Jill Tokuda,Constituent Advocate (District O3ice),2024-10-07,2024,Fast-Paced Environment,soft_skill,"Members,_Committee,_Intern_Bulletin_10.07.2024.json"
MEM-392-24,Congresswoman Emilia Sykes,Communications Director,2024-09-30,2024,Press Releases / Statements,communications,Members_and_Committee_Bulletin_9.30.2024.json
MEM-392-24,Congresswoman Emilia Sykes,Communications Director,2024-09-30,2024,Social Media,communications,Members_and_Committee_Bulletin_9.30.2024.json
MEM-382-24,Congressman Max Miller,Military and Veterans Affairs Liaison,2024-09-16,2024,Veterans Affairs,policy,Members_and_Committee_Bulletin_9.16.2024.json
MEM-382-24,Congressman Max Miller,Military and Veterans Affairs Liaison,2024-09-16,2024,Casework,constituent,Members_and_Committee_Bulletin_9.16.2024.json
MEM-382-24,Congressman Max Miller,Military and Veterans Affairs Liaison,2024-09-16,2024,Constituent Services,constituent,Members_and_Committee_Bulletin_9.16.2024.json
MEM-382-24,Congressman Max Miller,Military and Veterans Affairs Liaison,2024-09-16,2024,Attention to Detail,soft_skill,Members_and_Committee_Bulletin_9.16.2024.json
MEM-135-24,The Office of Congresswoman Joyce Beatty (OH-03),PRESS SECRETARY,2024-03-25,2024,Press Releases / Statements,communications,Members_and_Committee_Bulletin_3.25.2024_v2.json
MEM-135-24,The Office of Congresswoman Joyce Beatty (OH-03),PRESS SECRETARY,2024-03-25,2024,Social Media,communications,Members_and_Committee_Bulletin_3.25.2024_v2.json
MEM-135-24,The Office of Congresswoman Joyce Beatty (OH-03),PRESS SECRETARY,2024-03-25,2024,Media Relations,communications,Members_and_Committee_Bulletin_3.25.2024_v2.json
MEM-458-24,Congressman Steven Horsford’s District OHice,District Representative,2024-10-28,2024,Casework,constituent,UPDATED_HVAPS_Template_Members_2024_10_28.json
MEM-458-24,Congressman Steven Horsford’s District OHice,District Representative,2024-10-28,2024,Town Halls / Events,constituent,UPDATED_HVAPS_Template_Members_2024_10_28.json
MEM-458-24,Congressman Steven Horsford’s District OHice,District Representative,2024-10-28,2024,Strong Writing Skills,soft_skill,UPDATED_HVAPS_Template_Members_2024_10_28.json
MEM-457-24,Office of Congresswoman Grace Meng (NY-06),Constituent Liaison & Field Representative,2024-10-28,2024,Transportation,policy,UPDATED_HVAPS_Template_Members_2024_10_28.json
MEM-457-24,Office of Congresswoman Grace Meng (NY-06),Constituent Liaison & Field Representative,2024-10-28,2024,Casework,constituent,UPDATED_HVAPS_Template_Members_2024_10_28.json
MEM-457-24,Office of Congresswoman Grace Meng (NY-06),Constituent Liaison & Field Representative,2024-10-28,2024,Town Halls / Events,constituent,UPDATED_HVAPS_Template_Members_2024_10_28.json
MEM-457-24,Office of Congresswoman Grace Meng (NY-06),Constituent Liaison & Field Representative,2024-10-28,2024,Fast-Paced Environment,soft_skill,UPDATED_HVAPS_Template_Members_2024_10_28.json
MEM-456-24,Office of Congressman Jamie Raskin (MD-08),Senior Legislative Assistant or Policy Advisor,2024-11-04,2024,Press Releases / Statements,communications,HVAPS_Template_Members_2024_11_04.json
MEM-456-24,Office of Congressman Jamie Raskin (MD-08),Senior Legislative Assistant or Policy Advisor,2024-11-04,2024,Environment / Climate,policy,HVAPS_Template_Members_2024_11_04.json
MEM-456-24,Office of Congressman Jamie Raskin (MD-08),Senior Legislative Assistant or Policy Advisor,2024-11-04,2024,Transportation,policy,HVAPS_Template_Members_2024_11_04.json
MEM-456-24,Office of Congressman Jamie Raskin (MD-08),Senior Legislative Assistant or Policy Advisor,2024-11-04,2024,Attention to Detail,soft_skill,HVAPS_Template_Members_2024_11_04.json
MEM-456-24,Office of Congressman Jamie Raskin (MD-08),Senior Legislative Assistant or Policy Advisor,2024-11-04,2024,Fast-Paced Environment,soft_skill,HVAPS_Template_Members_2024_11_04.json
MEM-476-24,Congressman Dan Crenshaw (R-TX-02),Legislative Assistant (LA),2024-11-11,2024,Capitol Hill Experience,experience,HVAPS_Template_Members_2024_11_11.json
MEM-476-24,Congressman Dan Crenshaw (R-TX-02),Legislative Assistant (LA),2024-11-11,2024,Appropriations / Budget,policy,HVAPS_Template_Members_2024_11_11.json
MEM-476-24,Congressman Dan Crenshaw (R-TX-02),Legislative Assistant (LA),2024-11-11,2024,Finance / Tax Policy,policy,HVAPS_Template_Members_2024_11_11.json
MEM-476-24,Congressman Dan Crenshaw (R-TX-02),Legislative Assistant (LA),2024-11-11,2024,Committee Work,legislative,HVAPS_Template_Members_2024_11_11.json
MEM-476-24,Congressman Dan Crenshaw (R-TX-02),Legislative Assistant (LA),2024-11-11,2024,Strong Writing Skills,soft_skill,HVAPS_Template_Members_2024_11_11.json
MEM-476-24,Congressman Dan Crenshaw (R-TX-02),Legislative Assistant (LA),2024-11-11,2024,Fast-Paced Environment,soft_skill,HVAPS_Template_Members_2024_11_11.json
MEM-475-24,Senior Democratic Member of Congress,Constituent Services Representative,2024-11-11,2024,Spanish,language,HVAPS_Template_Members_2024_11_11.json
MEM-475-24,Senior Democratic Member of Congress,Constituent Services Representative,2024-11-11,2024,Casework,constituent,HVAPS_Template_Members_2024_11_11.json
MEM-475-24,Senior Democratic Member of Congress,Constituent Services Representative,2024-11-11,2024,Constituent Services,constituent,HVAPS_Template_Members_2024_11_11.json
MEM-475-24,Senior Democratic Member of Congress,Constituent Services Representative,2024-11-11,2024,Attention to Detail,soft_skill,HVAPS_Template_Members_2024_11_11.json
MEM-474-24,House Committee on Veterans’ ADairs,"Digital Director, House Committee on Veterans’ ADairs, Republican StaD",2024-11-11,2024,Capitol Hill Experience,experience,HVAPS_Template_Members_2024_11_11.json
MEM-474-24,House Committee on Veterans’ ADairs,"Digital Director, House Committee on Veterans’ ADairs, Republican StaD",2024-11-11,2024,Press Releases / Statements,communications,HVAPS_Template_Members_2024_11_11.json
MEM-474-24,House Committee on Veterans’ ADairs,"Digital Director, House Committee on Veterans’ ADairs, Republican StaD",2024-11-11,2024,Talking Points,communications,HVAPS_Template_Members_2024_11_11.json
MEM-474-24,House Committee on Veterans’ ADairs,"Digital Director, House Committee on Veterans’ ADairs, Republican StaD",2024-11-11,2024,Social Media,communications,HVAPS_Template_Members_2024_11_11.json
MEM-474-24,House Committee on Veterans’ ADairs,"Digital Director, House Committee on Veterans’ ADairs, Republican StaD",2024-11-11,2024,Digital Strategy,communications,HVAPS_Template_Members_2024_11_11.json
MEM-474-24,House Committee on Veterans’ ADairs,"Digital Director, House Committee on Veterans’ ADairs, Republican StaD",2024-11-11,2024,Veterans Affairs,policy,HVAPS_Template_Members_2024_11_11.json
MEM-474-24,House Committee on Veterans’ ADairs,"Digital Director, House Committee on Veterans’ ADairs, Republican StaD",2024-11-11,2024,Strong Writing Skills,soft_skill,HVAPS_Template_Members_2024_11_11.json
MEM-474-24,House Committee on Veterans’ ADairs,"Digital Director, House Committee on Veterans’ ADairs, Republican StaD",2024-11-11,2024,Fast-Paced Environment,soft_skill,HVAPS_Template_Members_2024_11_11.json
MEM-473-24,House Committee on Veterans’ Affairs,"Staff Assistant, House Committee on Veterans’ Affairs, Republican Staff",2024-11-11,2024,Capitol Hill Experience,experience,HVAPS_Template_Members_2024_11_11.json
MEM-473-24,House Committee on Veterans’ Affairs,"Staff Assistant, House Committee on Veterans’ Affairs, Republican Staff",2024-11-11,2024,Veterans Affairs,policy,HVAPS_Template_Members_2024_11_11.json
MEM-473-24,House Committee on Veterans’ Affairs,"Staff Assistant, House Committee on Veterans’ Affairs, Republican Staff",2024-11-11,2024,Committee Work,legislative,HVAPS_Template_Members_2024_11_11.json
MEM-473-24,House Committee on Veterans’ Affairs,"Staff Assistant, House Committee on Veterans’ Affairs, Republican Staff",2024-11-11,2024,Supervisory / Management,soft_skill,HVAPS_Template_Members_2024_11_11.json
MEM-471-24,"Congressman Ami Bera, M.D. (CA-06)",HEALTH POLICY ADVISOR/SENIOR HEALTH POLICY ADVISOR,2024-11-11,2024,Talking Points,communications,HVAPS_Template_Members_2024_11_11.json
MEM-471-24,"Congressman Ami Bera, M.D. (CA-06)",HEALTH POLICY ADVISOR/SENIOR HEALTH POLICY ADVISOR,2024-11-11,2024,Healthcare Policy,policy,HVAPS_Template_Members_2024_11_11.json
MEM-470-24,House Judiciary Committee,Staff Assistant,2024-11-11,2024,Judiciary / Legal,policy,HVAPS_Template_Members_2024_11_11.json
MEM-470-24,House Judiciary Committee,Staff Assistant,2024-11-11,2024,Strong Writing Skills,soft_skill,HVAPS_Template_Members_2024_11_11.json
MEM-469-24,House Judiciary Committee,Counsel for the House Judiciary Committee – National Security,2024-11-11,2024,Security Clearance (any),clearance,HVAPS_Template_Members_2024_11_11.json
MEM-469-24,House Judiciary Committee,Counsel for the House Judiciary Committee – National Security,2024-11-11,2024,Press Releases / Statements,communications,HVAPS_Template_Members_2024_11_11.json
MEM-469-24,House Judiciary Committee,Counsel for the House Judiciary Committee – National Security,2024-11-11,2024,Defense / National Security,policy,HVAPS_Template_Members_2024_11_11.json
MEM-469-24,House Judiciary Committee,Counsel for the House Judiciary Committee – National Security,2024-11-11,2024,Judiciary / Legal,policy,HVAPS_Template_Members_2024_11_11.json
MEM-469-24,House Judiciary Committee,Counsel for the House Judiciary Committee – National Security,2024-11-11,2024,Bill Drafting,legislative,HVAPS_Template_Members_2024_11_11.json
MEM-468-24,House Judiciary Committee’s Subcommittee on the Constitution,Counsel for the House Judiciary Subcommittee on the Constitution – Reproductive Rights,2024-11-11,2024,Press Releases / Statements,communications,HVAPS_Template_Members_2024_11_11.json
MEM-468-24,House Judiciary Committee’s Subcommittee on the Constitution,Counsel for the House Judiciary Subcommittee on the Constitution – Reproductive Rights,2024-11-11,2024,Judiciary / Legal,policy,HVAPS_Template_Members_2024_11_11.json
MEM-468-24,House Judiciary Committee’s Subcommittee on the Constitution,Counsel for the House Judiciary Subcommittee on the Constitution – Reproductive Rights,2024-11-11,2024,Bill Drafting,legislative,HVAPS_Template_Members_2024_11_11.json
MEM-467-24,Congressman Tom Suozzi,Press Secretary/Communications Director,2024-11-11,2024,Press Releases / Statements,communications,HVAPS_Template_Members_2024_11_11.json
MEM-467-24,Congressman Tom Suozzi,Press Secretary/Communications Director,2024-11-11,2024,Talking Points,communications,HVAPS_Template_Members_2024_11_11.json
MEM-467-24,Congressman Tom Suozzi,Press Secretary/Communications Director,2024-11-11,2024,Social Media,communications,HVAPS_Template_Members_2024_11_11.json
MEM-467-24,Congressman Tom Suozzi,Press Secretary/Communications Director,2024-11-11,2024,Strong Writing Skills,soft_skill,HVAPS_Template_Members_2024_11_11.json
MEM-478-24,Congressman Gabe Amo (RI-01),Field Representative,2024-11-18,2024,Casework,constituent,HVAPS_Template_Members_2024_11_18.json
MEM-478-24,Congressman Gabe Amo (RI-01),Field Representative,2024-11-18,2024,Community Outreach,constituent,HVAPS_Template_Members_2024_11_18.json
MEM-478-24,Congressman Gabe Amo (RI-01),Field Representative,2024-11-18,2024,Fast-Paced Environment,soft_skill,HVAPS_Template_Members_2024_11_18.json
MEM-462-24,Office of Congresswoman Pramila Jayapal (WA-07),Law Clerk,2024-11-18,2024,Judiciary / Legal,policy,HVAPS_Template_Members_2024_11_18.json
MEM-462-24,Office of Congresswoman Pramila Jayapal (WA-07),Law Clerk,2024-11-18,2024,Legislative Research,legislative,HVAPS_Template_Members_2024_11_18.json
MEM-462-24,Office of Congresswoman Pramila Jayapal (WA-07),Law Clerk,2024-11-18,2024,Regulatory / Federal Agency,legislative,HVAPS_Template_Members_2024_11_18.json
MEM-495-24,Representative-elect Eugene Vindman (VA-07),Scheduler,2024-11-25,2024,Attention to Detail,soft_skill,HVAPS_Template_Members_2024_11_25.json
MEM-495-24,Representative-elect Eugene Vindman (VA-07),Scheduler,2024-11-25,2024,Fast-Paced Environment,soft_skill,HVAPS_Template_Members_2024_11_25.json
MEM-494-24,Representative-elect Eugene Vindman (VA-07),District Director,2024-11-25,2024,Casework,constituent,HVAPS_Template_Members_2024_11_25.json
MEM-494-24,Representative-elect Eugene Vindman (VA-07),District Director,2024-11-25,2024,Constituent Services,constituent,HVAPS_Template_Members_2024_11_25.json
MEM-494-24,Representative-elect Eugene Vindman (VA-07),District Director,2024-11-25,2024,Town Halls / Events,constituent,HVAPS_Template_Members_2024_11_25.json
MEM-494-24,Representative-elect Eugene Vindman (VA-07),District Director,2024-11-25,2024,Attention to Detail,soft_skill,HVAPS_Template_Members_2024_11_25.json
MEM-493-24,Representative-elect Eugene Vindman (VA-07),Communications Director,2024-11-25,2024,Capitol Hill Experience,experience,HVAPS_Template_Members_2024_11_25.json
MEM-493-24,Representative-elect Eugene Vindman (VA-07),Communications Director,2024-11-25,2024,Press Releases / Statements,communications,HVAPS_Template_Members_2024_11_25.json
MEM-493-24,Representative-elect Eugene Vindman (VA-07),Communications Director,2024-11-25,2024,Talking Points,communications,HVAPS_Template_Members_2024_11_25.json
MEM-493-24,Representative-elect Eugene Vindman (VA-07),Communications Director,2024-11-25,2024,Digital Strategy,communications,HVAPS_Template_Members_2024_11_25.json
MEM-492-24,Representative-elect Eugene Vindman (VA-07),Legislative Director,2024-11-25,2024,Capitol Hill Experience,experience,HVAPS_Template_Members_2024_11_25.json
MEM-492-24,Representative-elect Eugene Vindman (VA-07),Legislative Director,2024-11-25,2024,Committee Work,legislative,HVAPS_Template_Members_2024_11_25.json
